3.54752,10.0154,22.65
0.828249,6.26132,22.6667
9.7199,14.2884,22.65
6.40615,8.20359,22.6667
0.16138,5.72514,22.7
1.25614,22.0155,22.6333
1.63322,14.8826,22.65
0.897026,8.80701,22.6667
1.32177,5.8165,22.6833
0.781536,6.14137,22.7
2.63032,4.40352,22.7167
3.72376,18.8173,22.6333
2.50944,10.1725,22.65
3.68399,6.68022,22.6667
4.8986,4.48025,22.6833
1.7419,4.39204,22.7
1.28746,4.57558,22.7167
0.11505,4.35708,22.7333
1.6987,4.08038,22.7
1.57447,9.3128,10.65
0.500921,11.0966,10.6833
1.3336,13.2702,10.6667
0.888057,11.2544,10.6833
2.53366,4.26127,10.7333
2.19103,11.4702,10.6167
3.15999,9.02988,10.6333
8.04623,11.9349,10.65
9.66512,12.4661,10.6667
15.2016,13.8682,10.6833
2.28438,5.34376,10.6167
3.06247,11.6862,10.7333
0.158649,11.2452,10.75
0.99859,4.95897,22.2667
0.604259,4.02848,22.2833
3.82617,5.80703,22.2667
2.02508,5.165,22.2833
1.43938,3.47169,22.3
6.52819,7.77696,22.2667
6.6644,7.10647,22.2833
4.5982,5.63318,22.3
1.43956,2.68394,22.3167
10.0571,8.82236,22.2667
7.41374,8.187,22.2833
6.72721,7.18943,22.3
1.87331,3.41651,22.3167
5.97327,6.93735,22.25
9.4969,10.1653,22.2667
6.69793,6.48147,22.2833
6.07583,8.03862,22.3
3.73281,4.39796,22.3167
9.78287,8.22815,22.25
19.4175,9.05298,22.2667
11.7411,6.59553,22.2833
15.4105,7.14482,22.3
4.71141,7.45114,22.3167
3.56244,1.94767,22.3333
7.20271,5.61707,22.25
20.4884,4.9494,22.2667
14.4511,3.36001,22.2833
20.0233,6.36777,22.3
8.18442,8.12281,22.3167
5.76014,2.03984,22.3333
0.864853,3.27605,22.25
1.87557,3.23744,21.7
0.0,5.07675,21.7167
1.57246,9.50817,21.7333
3.09677,5.66294,21.75
0.825673,3.14304,21.7
1.5883,4.36831,21.7167
0.573434,6.38803,21.7333
0.0222584,6.74208,21.75
0.0,3.02606,21.75
6.74444,4.70722,22.4167
9.70861,3.70353,22.4167
1.95743,7.4446,22.4
2.03932,4.39349,22.4167
9.14681,9.75774,21.9167
21.8281,9.54973,21.9
12.368,14.099,21.9167
8.59376,11.6578,21.9333
11.4954,13.0382,21.95
19.25,11.5049,21.9667
2.85769,9.45579,9.43333
1.86989,6.05408,9.46667
1.70473,10.2604,9.45
0.0299125,9.40625,9.38333
1.8583,9.692,20.85
2.71732,10.1133,21.3667
2.22337,8.10374,21.5
4.00965,9.28656,20.9833
4.95869,7.58458,21.0
7.00388,5.86201,20.9667
3.72188,5.46151,21.0333
7.27029,8.6949,21.0667
1.93668,4.90734,20.9167
1.39423,5.2688,20.9333
3.06751,5.81283,20.95
7.14759,5.25428,20.9667
20.5393,5.88965,20.9333
4.14451,5.81916,20.95
10.024,5.74253,20.9667
7.35633,6.16309,20.9833
1.44034,5.4139,21.0
23.3559,9.53811,20.9333
25.006,10.0984,20.95
8.73082,9.31472,20.9667
5.04569,6.99894,20.9833
3.63887,6.67387,21.0
1.79517,6.99156,21.0167
2.99912,5.41735,21.0333
4.97653,8.9177,20.9333
16.6076,9.92608,20.95
23.9122,9.14861,20.9667
34.1755,9.37215,20.9833
24.2312,9.04233,21.0
6.16258,8.28513,21.0167
2.72418,7.49834,21.0333
2.44911,5.18178,21.05
0.0497583,3.99615,21.0667
18.5394,8.67076,20.95
18.5404,8.14636,20.9667
18.3896,9.79177,20.9833
50.9954,10.6832,21.0
11.5208,8.40578,21.0167
5.90838,8.25554,21.0333
1.1733,6.67857,21.05
0.0955718,4.605,21.0667
5.24014,4.9658,20.95
8.33937,8.84156,20.9667
5.8064,11.2408,20.9833
22.0918,10.6095,21.0
20.8913,10.8058,21.0167
11.3494,9.48271,21.0333
5.56666,9.0192,21.05
1.78698,7.99454,21.0667
0.0714252,5.98454,21.0833
3.55641,5.25234,20.95
5.35943,8.43574,20.9667
7.52902,10.8712,20.9833
7.55176,11.3535,21.0
23.7455,11.315,21.0167
11.2126,11.8876,21.0333
14.0135,9.92971,21.05
6.65889,8.45144,21.0667
0.361812,6.27731,21.0833
0.0,4.097,21.1
0.0,2.66125,21.1167
1.78533,8.55839,20.9667
9.07485,10.7521,20.9833
12.661,11.3299,21.0
23.3841,10.7574,21.0167
8.7592,10.4883,21.0333
9.26841,10.052,21.05
6.17335,8.89867,21.0667
0.613001,6.78675,21.0833
0.0710832,5.21663,21.1
0.0,3.7578,21.1167
0.0,2.09077,21.1333
2.42619,6.91583,20.9667
7.41146,9.5246,20.9833
12.6905,11.123,21.0
25.5029,11.4518,21.0167
9.92794,11.1297,21.0333
9.55048,11.0183,21.05
7.57283,10.4079,21.0667
1.02133,8.1521,21.0833
0.0223904,5.70555,21.1
0.0,3.99337,21.1167
0.0,1.84724,21.1333
1.89056,8.21414,20.9833
6.50655,9.30376,21.0
33.3143,10.0781,21.0167
18.1062,10.3497,21.0333
13.0567,9.69026,21.05
6.35556,9.51133,21.0667
1.60477,8.59749,21.0833
0.150567,7.04594,21.1
0.166623,5.46119,21.1167
0.543549,7.79594,20.9833
3.5147,9.26356,21.0
20.2197,10.3888,21.0167
13.1595,10.486,21.0333
9.10514,10.4672,21.05
11.2539,10.173,21.0667
4.77985,9.12476,21.0833
1.10079,7.45602,21.1
0.985158,5.89846,21.1167
0.480891,4.77646,21.1333
0.0851288,5.31441,20.9833
2.81256,7.62453,21.0
11.1952,9.16875,21.0167
9.23293,9.75238,21.0333
8.74437,9.39757,21.05
8.4284,9.35843,21.0667
5.32083,9.42864,21.0833
2.84799,8.10128,21.1
1.26785,7.24444,21.1167
0.774186,6.52968,21.1333
4.3199,5.74888,21.0
10.1313,7.71405,21.0167
9.50071,8.206,21.0333
5.68741,8.09397,21.05
6.97774,7.58915,21.0667
5.0528,6.82282,21.0833
3.93717,6.44574,21.1
1.4302,6.94847,21.1167
0.280977,5.61469,21.1333
2.94696,2.9298,21.0
3.13373,5.50772,21.0167
5.41494,5.66028,21.0333
6.37649,5.54493,21.05
3.94103,5.58869,21.0667
2.5145,5.39686,21.0833
3.14179,5.38743,21.1
0.99123,5.21603,21.1167
0.166383,5.04275,21.1333
3.00171,3.40553,21.0333
1.77938,4.64756,21.05
1.79369,4.29421,21.0667
2.20622,5.11083,21.0833
1.36782,5.47374,21.1
0.659807,3.32249,21.0833
7.73134,3.53796,20.45
4.39315,5.76044,20.45
0.0,0.0,21.8667
3.69257,3.7816,7.6
0.550055,8.5145,20.15
7.19059,9.54155,20.1667
0.130453,6.50224,20.0333
1.11938,6.68799,20.05
6.1004,7.3105,20.15
7.41837,9.01587,20.1667
1.57764,7.63702,20.0333
2.72423,6.7928,20.05
6.5516,9.8825,20.1
1.39405,9.32833,20.1167
5.27583,6.45948,20.1
41.1723,11.5604,20.6
12.7848,11.2759,20.6167
29.9149,11.2002,20.6167
1.56026,9.7107,20.6333
28.1545,10.371,20.6167
30.5451,10.2634,20.6333
0.0068151,5.21066,20.6667
30.3934,11.7818,20.6333
10.5592,10.5602,20.65
0.305987,7.59292,20.6667
12.5204,10.3919,20.6333
28.2392,10.2286,20.65
0.673893,8.56361,20.6667
19.7048,8.21776,20.6333
30.6127,9.51857,20.65
8.69311,8.01155,20.6667
24.6445,9.3522,20.65
8.6284,4.73771,20.7
11.2621,9.71736,19.6
6.1375,7.47225,19.6167
6.06098,5.6511,19.6
4.0895,4.60157,19.6167
0.146028,6.14249,19.6333
0.0585974,6.21709,19.6333
0.162261,3.74193,20.6667
0.235052,8.44762,7.16667
2.78317,9.54308,7.3
2.88317,11.2743,7.3
0.936261,7.92643,19.7167
3.36258,6.42019,19.7333
2.04401,2.2835,19.7333
2.24215,4.61762,19.6667
10.861,4.86788,19.6833
6.92062,5.18128,19.7
2.19702,7.01765,19.7167
6.80196,7.0345,19.6667
7.67326,10.6014,19.6833
12.6592,8.34794,19.7
4.04066,4.15269,19.7167
6.51064,5.02213,19.65
8.1528,6.26654,19.6667
13.8039,10.5015,19.6833
12.9225,8.32936,19.7
11.8942,4.16976,19.7167
5.66969,6.85447,19.65
12.4979,4.99117,19.6667
8.31049,6.93525,19.6833
8.01857,4.92265,19.7
5.37999,3.81451,19.7167
3.25412,3.39926,19.6667
14.878,3.81653,19.6833
4.36358,3.05133,19.7
5.12182,9.28639,19.65
0.637503,10.1555,20.1833
0.00812717,7.11393,20.2
4.92248,12.2653,20.1833
2.85437,12.722,20.2
3.33372,9.19345,20.2167
0.0252027,6.73506,20.2333
24.4039,10.0794,20.1833
